Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2014-06-17,852366.0,212776.0,282558.0,95538.0,6552.0,31756.0,139107.0,92483.0,64067.0,59430.0,48183.0,193854.0,796528.0,719453.0,55838.0,132913.0
2014-06-24,764084.0,195470.0,265536.0,96051.0,6139.0,21715.0,135322.0,94101.0,60995.0,60829.0,47164.0,141567.0,711950.0,637217.0,52135.0,126867.0
2014-07-01,807301.0,208689.0,248131.0,96923.0,5469.0,25145.0,134422.0,112218.0,62618.0,62294.0,57615.0,166773.0,756864.0,677970.0,50437.0,129331.0
2014-07-08,861151.0,224338.0,238588.0,95365.0,5874.0,26365.0,125886.0,123744.0,73370.0,64871.0,56739.0,197240.0,807434.0,721920.0,53718.0,139231.0
2014-07-15,918357.0,254042.0,244413.0,92028.0,4415.0,32810.0,117095.0,123184.0,80594.0,65473.0,64181.0,222598.0,864640.0,772195.0,53716.0,146162.0
2014-07-22,990767.0,283939.0,262456.0,90898.0,3536.0,36933.0,113260.0,131803.0,89919.0,69812.0,65325.0,252315.0,937076.0,842287.0,53691.0,148479.0
2014-07-29,895718.0,260673.0,253113.0,90480.0,3136.0,31745.0,113943.0,122262.0,75572.0,63526.0,57183.0,210513.0,846452.0,753526.0,49265.0,142192.0
2014-08-05,956311.0,273428.0,258149.0,88112.0,3986.0,36620.0,114374.0,128987.0,86711.0,66089.0,58020.0,239116.0,904451.0,811589.0,51860.0,144722.0
2014-08-12,976948.0,281860.0,271111.0,88030.0,4356.0,36102.0,111084.0,122788.0,90283.0,70578.0,56270.0,246964.0,924900.0,827874.0,52048.0,149074.0
2014-08-19,975664.0,289237.0,272410.0,90661.0,4339.0,33546.0,110322.0,127020.0,89335.0,70919.0,57290.0,240971.0,924991.0,824912.0,50673.0,150752.0
2014-08-26,956762.0,294958.0,263769.0,92799.0,4514.0,32584.0,109532.0,131472.0,86690.0,73864.0,66458.0,211462.0,901888.0,796948.0,54873.0,159813.0
2014-09-02,982562.0,301957.0,262255.0,93191.0,5680.0,33599.0,110247.0,135821.0,91701.0,75114.0,70023.0,220460.0,926270.0,819539.0,56292.0,163023.0
2014-09-09,1062781.0,323691.0,273862.0,96429.0,5325.0,37328.0,101779.0,141565.0,106643.0,77101.0,69200.0,263082.0,1006053.0,897004.0,56728.0,165777.0
2014-09-16,1119449.0,345330.0,277990.0,93787.0,6276.0,38147.0,101898.0,135627.0,119545.0,75991.0,76555.0,286786.0,1061484.0,940924.0,57965.0,178525.0
2014-09-23,1213730.0,363950.0,284732.0,94325.0,6639.0,42344.0,102259.0,125950.0,133510.0,76377.0,90336.0,341558.0,1154323.0,1025069.0,59407.0,188661.0
2014-09-30,1240345.0,364019.0,286342.0,92549.0,8023.0,47892.0,104006.0,119220.0,137962.0,76021.0,91152.0,357924.0,1180373.0,1048515.0,59972.0,191830.0
2014-10-07,1232537.0,358854.0,296103.0,93277.0,8336.0,43356.0,98334.0,122791.0,142567.0,76174.0,75944.0,357737.0,1170300.0,1046836.0,62238.0,185702.0
2014-10-14,1258886.0,357521.0,308537.0,90037.0,7926.0,48813.0,99126.0,116316.0,147194.0,76869.0,71800.0,379704.0,1199263.0,1080290.0,59623.0,178596.0
2014-10-21,1239334.0,342937.0,306749.0,87980.0,6989.0,46658.0,97190.0,113527.0,141614.0,83867.0,67776.0,377297.0,1177543.0,1060611.0,61792.0,178724.0
2014-10-28,901622.0,267587.0,275359.0,87781.0,6985.0,22441.0,103505.0,95123.0,85329.0,80940.0,60789.0,197612.0,845194.0,743638.0,56428.0,157984.0
2014-11-04,893426.0,260832.0,290250.0,89080.0,3962.0,21892.0,107139.0,88442.0,78712.0,80835.0,53773.0,203928.0,842418.0,740959.0,51008.0,152467.0
2014-11-11,899654.0,251139.0,303809.0,92368.0,7237.0,22706.0,116504.0,75151.0,74768.0,76219.0,56986.0,211853.0,845556.0,752509.0,54098.0,147145.0
2014-11-18,916099.0,270720.0,318201.0,93365.0,5466.0,23187.0,107971.0,77238.0,73364.0,72388.0,51354.0,221758.0,862754.0,770568.0,53344.0,145531.0
2014-11-25,892505.0,270868.0,316413.0,93176.0,7390.0,20964.0,112295.0,74476.0,74208.0,68609.0,54867.0,197635.0,837755.0,745954.0,54749.0,146551.0
2014-12-02,915637.0,282028.0,300979.0,90699.0,4930.0,23157.0,99530.0,84635.0,90129.0,68811.0,54920.0,208400.0,862754.0,767150.0,52884.0,148488.0
