Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2017-12-19,893209.0,332199.0,354776.0,94935.0,19042.0,38818.0,71988.0,112759.0,69522.0,61776.0,34553.0,159639.0,828877.0,789108.0,64333.0,104101.0
2017-12-26,841222.0,310018.0,315063.0,98483.0,16535.0,30843.0,70423.0,139514.0,67221.0,68537.0,39435.0,135798.0,781324.0,744409.0,59898.0,96813.0
2018-01-02,814798.0,301889.0,287609.0,97046.0,14387.0,35085.0,67812.0,153318.0,61826.0,66353.0,44474.0,124923.0,754933.0,721620.0,59865.0,93178.0
2018-01-09,843057.0,317947.0,291137.0,101682.0,13901.0,36774.0,69212.0,162047.0,66277.0,60803.0,50386.0,130919.0,783615.0,751442.0,59442.0,91615.0
2018-01-16,886347.0,327183.0,291695.0,104231.0,12644.0,48469.0,70025.0,173422.0,69822.0,61862.0,51958.0,143828.0,825421.0,791839.0,60926.0,94508.0
2018-01-23,914648.0,326112.0,307653.0,108520.0,12698.0,54347.0,73190.0,154728.0,66114.0,62426.0,55660.0,163991.0,854700.0,815192.0,59947.0,99455.0
2018-01-30,929890.0,314123.0,350247.0,111367.0,13108.0,58768.0,82911.0,104760.0,69478.0,66024.0,57020.0,167914.0,870584.0,821296.0,59305.0,108594.0
2018-02-06,927214.0,315875.0,365406.0,112272.0,12776.0,56580.0,81826.0,91804.0,66441.0,59445.0,52717.0,172348.0,864788.0,818072.0,62427.0,109142.0
2018-02-13,929483.0,305257.0,407000.0,115048.0,11168.0,42800.0,96776.0,53907.0,80769.0,63831.0,53459.0,165935.0,870416.0,815038.0,59068.0,114445.0
2018-02-20,1004294.0,308392.0,464776.0,117954.0,12096.0,43692.0,124578.0,25467.0,86007.0,73339.0,59641.0,189657.0,943619.0,881336.0,60675.0,122958.0
2018-02-27,931437.0,266693.0,473467.0,124310.0,12155.0,25908.0,162010.0,14630.0,72616.0,70219.0,60690.0,150063.0,871819.0,809529.0,59618.0,121908.0
2018-03-06,1010410.0,263348.0,515096.0,141185.0,13297.0,37568.0,195113.0,11402.0,82755.0,76371.0,64008.0,154346.0,950686.0,878473.0,59724.0,131937.0
2018-03-13,1042930.0,268939.0,529781.0,146924.0,13641.0,34493.0,216530.0,8330.0,71968.0,73078.0,78231.0,173611.0,985543.0,910054.0,57387.0,132875.0
2018-03-20,1045359.0,285208.0,532232.0,147648.0,15589.0,43960.0,204617.0,9095.0,73755.0,67588.0,67024.0,168110.0,990886.0,909762.0,54474.0,135597.0
2018-03-27,1057007.0,307736.0,538937.0,147143.0,15761.0,43033.0,192562.0,8984.0,82262.0,69988.0,69818.0,161418.0,1004142.0,920212.0,52866.0,136795.0
